ASE,compare,final,Freq,isoform_compare,feature_type,mean_delta_psi_mean,medianp,uncertainty,alternative_transcripts,total_transcripts,classification
ENSG00000101972.20;SE:chrX:124090764-124090854:124090964-124094018:+,M8/D6,non-DAS,2,ENSG00000101972.20;SE:chrX:124090764-124090854:124090964-124094018:+ M8/D6,non-DAS,-0.002500088,1,-850.9169355,"ENST00000218089.13,ENST00000687852.1,ENST00000371145.8","ENST00000371160.5,ENST00000687852.1,ENST00000693144.1,ENST00000371145.8,ENST00000218089.13,ENST00000692982.1,ENST00000686127.1,ENST00000371157.7,ENST00000371144.7",Low Confidence
ENSG00000102030.16;RI:chrX:153930763:153930847-153932071:153932431:-,D5/D6,non-DAS,2,ENSG00000102030.16;RI:chrX:153930763:153930847-153932071:153932431:- D5/D6,non-DAS,-0.062237885,0.280969031,-21.63928363,ENST00000477750.6,"ENST00000477750.6,ENST00000466877.5",Low Confidence
ENSG00000102030.16;RI:chrX:153930763:153930847-153932071:153932431:-,F7/D6,non-DAS,2,ENSG00000102030.16;RI:chrX:153930763:153930847-153932071:153932431:- F7/D6,non-DAS,0.021314237,0.503496504,114.2842611,ENST00000477750.6,"ENST00000477750.6,ENST00000466877.5",Low Confidence
ENSG00000102030.16;RI:chrX:153930763:153930847-153932071:153932431:-,M8/D6,non-DAS,2,ENSG00000102030.16;RI:chrX:153930763:153930847-153932071:153932431:- M8/D6,non-DAS,-0.002921592,0.409090909,-47.00176862,ENST00000477750.6,"ENST00000477750.6,ENST00000466877.5",Low Confidence
ENSG00000102034.18;AF:chrX:130081539-130110325:130110497:130081539-130110620:130110716:-,D5/D6,non-DAS,2,ENSG00000102034.18;AF:chrX:130081539-130110325:130110497:130081539-130110620:130110716:- D5/D6,non-DAS,-0.035471767,0.592907093,-38.6924568,ENST00000308167.10,"ENST00000335997.11,ENST00000308167.10",Low Confidence
ENSG00000102034.18;AF:chrX:130081539-130110325:130110497:130081539-130110620:130110716:-,M8/D6,non-DAS,2,ENSG00000102034.18;AF:chrX:130081539-130110325:130110497:130081539-130110620:130110716:- M8/D6,non-DAS,0.071904763,0.106393606,0.795688693,ENST00000308167.10,"ENST00000335997.11,ENST00000308167.10",Low Confidence
ENSG00000102081.16;A3:chrX:147943326-147944869:147943326-147944944:+,M8/D6,non-DAS,2,ENSG00000102081.16;A3:chrX:147943326-147944869:147943326-147944944:+ M8/D6,non-DAS,-0.033511836,0.643071215,-82.34484565,"ENST00000370475.9,ENST00000218200.12,ENST00000439526.6,ENST00000687593.1,ENST00000685491.1,ENST00000692108.1,ENST00000495717.6,ENST00000693452.1,ENST00000690137.1,ENST00000686086.1,ENST00000475038.3,ENST00000621987.5,ENST00000693079.1,ENST00000620828.4","ENST00000475038.3,ENST00000370470.5,ENST00000687593.1,ENST00000685491.1,ENST00000690137.1,ENST00000693079.1,ENST00000370475.9,ENST00000621987.5,ENST00000692108.1,ENST00000218200.12,ENST00000693452.1,ENST00000686086.1,ENST00000620828.4,ENST00000495717.6,ENST00000440235.6,ENST00000691214.1,ENST00000439526.6,ENST00000616382.5",Low Confidence
ENSG00000102081.16;A3:chrX:147945616-147948683:147945616-147948734:+,D5/D6,non-DAS,2,ENSG00000102081.16;A3:chrX:147945616-147948683:147945616-147948734:+ D5/D6,non-DAS,-0.031364939,1,-70.65099461,"ENST00000370475.9,ENST00000370471.7,ENST00000218200.12,ENST00000440235.6,ENST00000691111.1,ENST00000691793.1,ENST00000693452.1,ENST00000689517.1,ENST00000693079.1,ENST00000620828.4","ENST00000693512.1,ENST00000492846.2,ENST00000692091.1,ENST00000693079.1,ENST00000690216.1,ENST00000693452.1,ENST00000370477.5,ENST00000620828.4,ENST00000691111.1,ENST00000370470.5,ENST00000687593.1,ENST00000690137.1,ENST00000218200.12,ENST00000439526.6,ENST00000691793.1,ENST00000689570.1,ENST00000370475.9,ENST00000621987.5,ENST00000692108.1,ENST00000686086.1,ENST00000440235.6,ENST00000691214.1,ENST00000689517.1,ENST00000370471.7",Low Confidence
ENSG00000102081.16;A3:chrX:147945616-147948683:147945616-147948734:+,F7/D6,non-DAS,2,ENSG00000102081.16;A3:chrX:147945616-147948683:147945616-147948734:+ F7/D6,non-DAS,-0.004287748,1,-129.6174581,"ENST00000370475.9,ENST00000370471.7,ENST00000218200.12,ENST00000440235.6,ENST00000691111.1,ENST00000691793.1,ENST00000693452.1,ENST00000689517.1,ENST00000693079.1,ENST00000620828.4","ENST00000693512.1,ENST00000492846.2,ENST00000692091.1,ENST00000693079.1,ENST00000690216.1,ENST00000693452.1,ENST00000370477.5,ENST00000620828.4,ENST00000691111.1,ENST00000370470.5,ENST00000687593.1,ENST00000690137.1,ENST00000218200.12,ENST00000439526.6,ENST00000691793.1,ENST00000689570.1,ENST00000370475.9,ENST00000621987.5,ENST00000692108.1,ENST00000686086.1,ENST00000440235.6,ENST00000691214.1,ENST00000689517.1,ENST00000370471.7",Low Confidence
ENSG00000102081.16;A3:chrX:147945616-147948683:147945616-147948734:+,M8/D6,non-DAS,2,ENSG00000102081.16;A3:chrX:147945616-147948683:147945616-147948734:+ M8/D6,non-DAS,0.013087798,0.671126493,12.17076985,"ENST00000370475.9,ENST00000370471.7,ENST00000218200.12,ENST00000440235.6,ENST00000691111.1,ENST00000691793.1,ENST00000693452.1,ENST00000689517.1,ENST00000693079.1,ENST00000620828.4","ENST00000693512.1,ENST00000492846.2,ENST00000692091.1,ENST00000693079.1,ENST00000690216.1,ENST00000693452.1,ENST00000370477.5,ENST00000620828.4,ENST00000691111.1,ENST00000370470.5,ENST00000687593.1,ENST00000690137.1,ENST00000218200.12,ENST00000439526.6,ENST00000691793.1,ENST00000689570.1,ENST00000370475.9,ENST00000621987.5,ENST00000692108.1,ENST00000686086.1,ENST00000440235.6,ENST00000691214.1,ENST00000689517.1,ENST00000370471.7",Low Confidence
ENSG00000102100.16;A3:chrX:48905482-48906392:48904892-48906392:-,D5/D6,non-DAS,2,ENSG00000102100.16;A3:chrX:48905482-48906392:48904892-48906392:- D5/D6,non-DAS,0.088028084,1,4.031302156,"ENST00000635285.1,ENST00000247138.11,ENST00000635628.1,ENST00000376521.6,ENST00000635589.1,ENST00000616181.5,ENST00000452555.7","ENST00000616181.5,ENST00000452555.7,ENST00000247138.11,ENST00000635589.1,ENST00000376521.6,ENST00000635285.1,ENST00000376515.8,ENST00000635628.1,ENST00000445167.7,ENST00000376529.8",Low Confidence
ENSG00000102100.16;A3:chrX:48905482-48906392:48904892-48906392:-,F7/D6,non-DAS,3,ENSG00000102100.16;A3:chrX:48905482-48906392:48904892-48906392:- F7/D6,non-DAS,-0.048163213,1,-2.463592904,"ENST00000635285.1,ENST00000247138.11,ENST00000635628.1,ENST00000376521.6,ENST00000635589.1,ENST00000616181.5,ENST00000452555.7","ENST00000616181.5,ENST00000452555.7,ENST00000247138.11,ENST00000635589.1,ENST00000376521.6,ENST00000635285.1,ENST00000376515.8,ENST00000635628.1,ENST00000445167.7,ENST00000376529.8",Medium Confidence
ENSG00000102100.16;A3:chrX:48905482-48906392:48904892-48906392:-,M8/D6,non-DAS,3,ENSG00000102100.16;A3:chrX:48905482-48906392:48904892-48906392:- M8/D6,non-DAS,-0.011758794,0.869130869,-165.8645422,"ENST00000635285.1,ENST00000247138.11,ENST00000635628.1,ENST00000376521.6,ENST00000635589.1,ENST00000616181.5,ENST00000452555.7","ENST00000616181.5,ENST00000452555.7,ENST00000247138.11,ENST00000635589.1,ENST00000376521.6,ENST00000635285.1,ENST00000376515.8,ENST00000635628.1,ENST00000445167.7,ENST00000376529.8",Medium Confidence
ENSG00000102103.18;A5:chrX:48898082-48898492:48898014-48898492:+,F7/D6,non-DAS,2,ENSG00000102103.18;A5:chrX:48898082-48898492:48898014-48898492:+ F7/D6,non-DAS,-0.034668757,1,-13.55668714,"ENST00000376566.8,ENST00000447146.7,ENST00000470062.5","ENST00000470062.5,ENST00000477997.6,ENST00000447146.7,ENST00000376563.6,ENST00000376566.8,ENST00000486150.6,ENST00000247140.8",Low Confidence
ENSG00000102103.18;A5:chrX:48898082-48898492:48898014-48898492:+,M8/D6,non-DAS,2,ENSG00000102103.18;A5:chrX:48898082-48898492:48898014-48898492:+ M8/D6,non-DAS,-0.025085159,1,-3.366177321,"ENST00000376566.8,ENST00000447146.7,ENST00000470062.5","ENST00000470062.5,ENST00000477997.6,ENST00000447146.7,ENST00000376563.6,ENST00000376566.8,ENST00000486150.6,ENST00000247140.8",Low Confidence
ENSG00000102125.17;SE:chrX:154413567-154414101:154414190-154419543:+,F7/D6,non-DAS,3,ENSG00000102125.17;SE:chrX:154413567-154414101:154414190-154419543:+ F7/D6,non-DAS,-0.011770618,1,-81.78760974,"ENST00000601016.6,ENST00000612012.5,ENST00000616020.5,ENST00000652358.1,ENST00000652390.1,ENST00000698317.1,ENST00000426231.5,ENST00000476679.5,ENST00000652354.1","ENST00000614595.2,ENST00000615658.5,ENST00000652390.1,ENST00000612012.5,ENST00000698317.1,ENST00000613002.4,ENST00000652354.1,ENST00000617701.5,ENST00000616020.5,ENST00000652358.1,ENST00000483674.3,ENST00000426231.5,ENST00000615986.4,ENST00000612460.5,ENST00000470127.2,ENST00000698318.1,ENST00000601016.6,ENST00000483780.5,ENST00000698234.1,ENST00000652476.1,ENST00000475699.6,ENST00000652685.1,ENST00000476679.5,ENST00000613634.4,ENST00000369776.8",Medium Confidence
ENSG00000102125.17;SE:chrX:154413567-154414101:154414190-154419543:+,M8/D6,non-DAS,3,ENSG00000102125.17;SE:chrX:154413567-154414101:154414190-154419543:+ M8/D6,non-DAS,-0.027072418,1,-18.99457567,"ENST00000601016.6,ENST00000612012.5,ENST00000616020.5,ENST00000652358.1,ENST00000652390.1,ENST00000698317.1,ENST00000426231.5,ENST00000476679.5,ENST00000652354.1","ENST00000614595.2,ENST00000615658.5,ENST00000652390.1,ENST00000612012.5,ENST00000698317.1,ENST00000613002.4,ENST00000652354.1,ENST00000617701.5,ENST00000616020.5,ENST00000652358.1,ENST00000483674.3,ENST00000426231.5,ENST00000615986.4,ENST00000612460.5,ENST00000470127.2,ENST00000698318.1,ENST00000601016.6,ENST00000483780.5,ENST00000698234.1,ENST00000652476.1,ENST00000475699.6,ENST00000652685.1,ENST00000476679.5,ENST00000613634.4,ENST00000369776.8",Medium Confidence
ENSG00000102312.24;SE:chrX:48512719-48512835:48512852-48514240:+,D5/D6,non-DAS,2,ENSG00000102312.24;SE:chrX:48512719-48512835:48512852-48514240:+ D5/D6,non-DAS,-0.028548773,0.417163194,-94.9776259,ENST00000355961.8,"ENST00000683923.1,ENST00000367574.9,ENST00000491243.5,ENST00000361988.7,ENST00000485288.7,ENST00000537758.6,ENST00000355961.8",Low Confidence
ENSG00000102312.24;SE:chrX:48512719-48512835:48512852-48514240:+,F7/D6,non-DAS,2,ENSG00000102312.24;SE:chrX:48512719-48512835:48512852-48514240:+ F7/D6,non-DAS,-0.022139507,0.402035465,-71.68159238,ENST00000355961.8,"ENST00000683923.1,ENST00000367574.9,ENST00000491243.5,ENST00000361988.7,ENST00000485288.7,ENST00000537758.6,ENST00000355961.8",Low Confidence
ENSG00000102316.17;AF:chrX:54807745:54807802-54809303:54808371:54808433-54809303:+,D5/D6,non-DAS,4,ENSG00000102316.17;AF:chrX:54807745:54807802-54809303:54808371:54808433-54809303:+ D5/D6,non-DAS,-0.134466967,0.165834166,-6.214627056,ENST00000375068.6,"ENST00000375060.5,ENST00000375068.6,ENST00000375058.5",High Confidence
ENSG00000102316.17;AF:chrX:54807745:54807802-54809303:54808371:54808433-54809303:+,M8/D6,non-DAS,3,ENSG00000102316.17;AF:chrX:54807745:54807802-54809303:54808371:54808433-54809303:+ M8/D6,non-DAS,0.023822522,1,83.20546899,ENST00000375068.6,"ENST00000375060.5,ENST00000375068.6,ENST00000375058.5",Medium Confidence
ENSG00000102393.14;RI:chrX:101398370:101398567-101398785:101398946:-,D5/D6,non-DAS,2,ENSG00000102393.14;RI:chrX:101398370:101398567-101398785:101398946:- D5/D6,non-DAS,-0.055846455,1,-7.978101897,"ENST00000674142.1,ENST00000466414.2,ENST00000479445.2,ENST00000675799.1","ENST00000493905.6,ENST00000674142.1,ENST00000480513.6,ENST00000676156.1,ENST00000675799.1,ENST00000466414.2,ENST00000649178.1,ENST00000479445.2,ENST00000486121.6,ENST00000218516.4,ENST00000674127.1",Low Confidence
ENSG00000102393.14;RI:chrX:101398370:101398567-101398785:101398946:-,F7/D6,non-DAS,2,ENSG00000102393.14;RI:chrX:101398370:101398567-101398785:101398946:- F7/D6,non-DAS,0.031995835,1,25.0799058,"ENST00000674142.1,ENST00000466414.2,ENST00000479445.2,ENST00000675799.1","ENST00000493905.6,ENST00000674142.1,ENST00000480513.6,ENST00000676156.1,ENST00000675799.1,ENST00000466414.2,ENST00000649178.1,ENST00000479445.2,ENST00000486121.6,ENST00000218516.4,ENST00000674127.1",Low Confidence
ENSG00000102401.20;A3:chrX:101623276-101623786:101623276-101623814:+,M8/D6,non-DAS,3,ENSG00000102401.20;A3:chrX:101623276-101623786:101623276-101623814:+ M8/D6,non-DAS,0.049323645,1,9.767251874,ENST00000341189.8,"ENST00000479298.5,ENST00000341189.8,ENST00000471229.7",Medium Confidence
ENSG00000102401.20;AF:chrX:101622797:101623276-101623786:101623361:101623430-101623786:+,F7/D6,non-DAS,2,ENSG00000102401.20;AF:chrX:101622797:101623276-101623786:101623361:101623430-101623786:+ F7/D6,non-DAS,-0.022090598,0.612387612,-27.43596605,ENST00000341189.8,"ENST00000341189.8,ENST00000537169.1",Low Confidence
ENSG00000102401.20;AF:chrX:101622797:101623276-101623786:101623361:101623430-101623786:+,M8/D6,non-DAS,2,ENSG00000102401.20;AF:chrX:101622797:101623276-101623786:101623361:101623430-101623786:+ M8/D6,non-DAS,-0.021394791,1,-131.5138717,ENST00000341189.8,"ENST00000341189.8,ENST00000537169.1",Low Confidence
ENSG00000102445.20;SE:chr13:46368815-46377890:46378005-46387134:-,D5/D6,non-DAS,2,ENSG00000102445.20;SE:chr13:46368815-46377890:46378005-46387134:- D5/D6,non-DAS,-0.016475916,1,-56.70673136,ENST00000378781.7,"ENST00000378797.6,ENST00000378781.7",Low Confidence
ENSG00000102531.16;AF:chr13:48975912:48976177-49006152:48976609:48976917-49006152:+,D5/D6,non-DAS,2,ENSG00000102531.16;AF:chr13:48975912:48976177-49006152:48976609:48976917-49006152:+ D5/D6,non-DAS,0.05535326,0.118631369,15.72311251,ENST00000492622.6,"ENST00000492622.6,ENST00000541916.5",Low Confidence
ENSG00000102531.16;AF:chr13:48975912:48976177-49006152:48976609:48976917-49006152:+,F7/D6,non-DAS,3,ENSG00000102531.16;AF:chr13:48975912:48976177-49006152:48976609:48976917-49006152:+ F7/D6,non-DAS,0.058307269,0.106393606,10.15586713,ENST00000492622.6,"ENST00000492622.6,ENST00000541916.5",Medium Confidence
ENSG00000102531.16;AF:chr13:48975912:48976177-49006152:48976609:48976917-49006152:+,M8/D6,non-DAS,3,ENSG00000102531.16;AF:chr13:48975912:48976177-49006152:48976609:48976917-49006152:+ M8/D6,non-DAS,0.044909269,1,8.171010182,ENST00000492622.6,"ENST00000492622.6,ENST00000541916.5",Medium Confidence
ENSG00000102575.14;A3:chr19:11578764-11578844:11578657-11578844:-,D5/D6,non-DAS,2,ENSG00000102575.14;A3:chr19:11578764-11578844:11578657-11578844:- D5/D6,non-DAS,0.007163605,0.724775225,108.2474531,"ENST00000592828.7,ENST00000695809.1,ENST00000695812.1","ENST00000695815.1,ENST00000695817.1,ENST00000592659.2,ENST00000592828.7,ENST00000218758.10,ENST00000695811.1,ENST00000695810.1,ENST00000695819.1,ENST00000695812.1,ENST00000649386.2,ENST00000588524.6,ENST00000695809.1,ENST00000589792.6,ENST00000695821.1",Low Confidence
ENSG00000102575.14;A3:chr19:11578764-11578844:11578657-11578844:-,M8/D6,non-DAS,2,ENSG00000102575.14;A3:chr19:11578764-11578844:11578657-11578844:- M8/D6,non-DAS,0.054187987,1,20.96504185,"ENST00000592828.7,ENST00000695809.1,ENST00000695812.1","ENST00000695815.1,ENST00000695817.1,ENST00000592659.2,ENST00000592828.7,ENST00000218758.10,ENST00000695811.1,ENST00000695810.1,ENST00000695819.1,ENST00000695812.1,ENST00000649386.2,ENST00000588524.6,ENST00000695809.1,ENST00000589792.6,ENST00000695821.1",Low Confidence
ENSG00000102575.14;AF:chr19:11577679-11578585:11578786:11577679-11578844:11579030:-,D5/D6,non-DAS,2,ENSG00000102575.14;AF:chr19:11577679-11578585:11578786:11577679-11578844:11579030:- D5/D6,non-DAS,0.053664315,0.416250416,17.82288758,ENST00000695791.1,"ENST00000412435.7,ENST00000695791.1",Low Confidence
ENSG00000102575.14;AF:chr19:11577679-11578585:11578786:11577679-11578844:11579030:-,M8/D6,non-DAS,2,ENSG00000102575.14;AF:chr19:11577679-11578585:11578786:11577679-11578844:11579030:- M8/D6,non-DAS,0.069650918,0.325191475,7.676057595,ENST00000695791.1,"ENST00000412435.7,ENST00000695791.1",Low Confidence
ENSG00000102575.14;SE:chr19:11577679-11578585:11578657-11578844:-,D5/D6,non-DAS,3,ENSG00000102575.14;SE:chr19:11577679-11578585:11578657-11578844:- D5/D6,non-DAS,-0.01264698,1,-19.98526776,"ENST00000695810.1,ENST00000588524.6,ENST00000695815.1,ENST00000218758.10,ENST00000695819.1","ENST00000695815.1,ENST00000695820.1,ENST00000218758.10,ENST00000695813.1,ENST00000695810.1,ENST00000695814.1,ENST00000412435.7,ENST00000695819.1,ENST00000695816.1,ENST00000588524.6,ENST00000695818.1",Medium Confidence
ENSG00000102575.14;SE:chr19:11577679-11578585:11578657-11578844:-,F7/D6,non-DAS,3,ENSG00000102575.14;SE:chr19:11577679-11578585:11578657-11578844:- F7/D6,non-DAS,0.04040572,1,19.33742643,"ENST00000695810.1,ENST00000588524.6,ENST00000695815.1,ENST00000218758.10,ENST00000695819.1","ENST00000695815.1,ENST00000695820.1,ENST00000218758.10,ENST00000695813.1,ENST00000695810.1,ENST00000695814.1,ENST00000412435.7,ENST00000695819.1,ENST00000695816.1,ENST00000588524.6,ENST00000695818.1",Medium Confidence
ENSG00000102575.14;SE:chr19:11577679-11578585:11578657-11578844:-,M8/D6,non-DAS,3,ENSG00000102575.14;SE:chr19:11577679-11578585:11578657-11578844:- M8/D6,non-DAS,0.134925074,0.217282717,3.332635317,"ENST00000695810.1,ENST00000588524.6,ENST00000695815.1,ENST00000218758.10,ENST00000695819.1","ENST00000695815.1,ENST00000695820.1,ENST00000218758.10,ENST00000695813.1,ENST00000695810.1,ENST00000695814.1,ENST00000412435.7,ENST00000695819.1,ENST00000695816.1,ENST00000588524.6,ENST00000695818.1",Medium Confidence
ENSG00000102575.14;SE:chr19:11577679-11578585:11578764-11578844:-,M8/D6,non-DAS,3,ENSG00000102575.14;SE:chr19:11577679-11578585:11578764-11578844:- M8/D6,non-DAS,0.145692728,0.161338661,11.90101305,"ENST00000592828.7,ENST00000695809.1,ENST00000695812.1","ENST00000695820.1,ENST00000695813.1,ENST00000592828.7,ENST00000412435.7,ENST00000695814.1,ENST00000695816.1,ENST00000695812.1,ENST00000695818.1,ENST00000695809.1",Medium Confidence
ENSG00000102710.21;A3:chr13:37023044-37024035:37022317-37024035:-,D5/D6,non-DAS,2,ENSG00000102710.21;A3:chr13:37023044-37024035:37022317-37024035:- D5/D6,non-DAS,0.033433258,1,1.565538558,"ENST00000490716.5,ENST00000495071.6","ENST00000475892.5,ENST00000490716.5,ENST00000466563.6,ENST00000495071.6",Low Confidence
ENSG00000102710.21;A3:chr13:37023044-37024035:37022317-37024035:-,M8/D6,non-DAS,2,ENSG00000102710.21;A3:chr13:37023044-37024035:37022317-37024035:- M8/D6,non-DAS,-0.019981071,0.590818273,-48.4251632,"ENST00000490716.5,ENST00000495071.6","ENST00000475892.5,ENST00000490716.5,ENST00000466563.6,ENST00000495071.6",Low Confidence
ENSG00000102710.21;A3:chr13:37045376-37047535:37045373-37047535:-,D5/D6,non-DAS,2,ENSG00000102710.21;A3:chr13:37045376-37047535:37045373-37047535:- D5/D6,non-DAS,0.016387973,0.704004329,23.80254474,"ENST00000360252.8,ENST00000356185.7,ENST00000464744.5,ENST00000493537.5,ENST00000497318.1","ENST00000350612.11,ENST00000356185.7,ENST00000497318.1,ENST00000490716.5,ENST00000360252.8,ENST00000493537.5,ENST00000495071.6,ENST00000475892.5,ENST00000464744.5",Low Confidence
ENSG00000102710.21;A3:chr13:37045376-37047535:37045373-37047535:-,F7/D6,non-DAS,2,ENSG00000102710.21;A3:chr13:37045376-37047535:37045373-37047535:- F7/D6,non-DAS,-0.013119917,0.694805195,-83.56903149,"ENST00000360252.8,ENST00000356185.7,ENST00000464744.5,ENST00000493537.5,ENST00000497318.1","ENST00000350612.11,ENST00000356185.7,ENST00000497318.1,ENST00000490716.5,ENST00000360252.8,ENST00000493537.5,ENST00000495071.6,ENST00000475892.5,ENST00000464744.5",Low Confidence
ENSG00000102710.21;A3:chr13:37045376-37047535:37045373-37047535:-,M8/D6,non-DAS,3,ENSG00000102710.21;A3:chr13:37045376-37047535:37045373-37047535:- M8/D6,non-DAS,-0.047169229,0.724275724,-3.13007431,"ENST00000360252.8,ENST00000356185.7,ENST00000464744.5,ENST00000493537.5,ENST00000497318.1","ENST00000350612.11,ENST00000356185.7,ENST00000497318.1,ENST00000490716.5,ENST00000360252.8,ENST00000493537.5,ENST00000495071.6,ENST00000475892.5,ENST00000464744.5",Medium Confidence
ENSG00000102710.21;SE:chr13:37009809-37010552:37010655-37012192:-,F7/D6,non-DAS,2,ENSG00000102710.21;SE:chr13:37009809-37010552:37010655-37012192:- F7/D6,non-DAS,0.044403601,0.727272727,7.606821868,"ENST00000484078.5,ENST00000490716.5,ENST00000350612.11,ENST00000469488.6","ENST00000469488.6,ENST00000484078.5,ENST00000350612.11,ENST00000473871.1,ENST00000356185.7,ENST00000360252.8,ENST00000490716.5,ENST00000495071.6,ENST00000475892.5,ENST00000464744.5",Low Confidence
ENSG00000102710.21;SE:chr13:37009809-37010552:37010655-37012192:-,M8/D6,non-DAS,2,ENSG00000102710.21;SE:chr13:37009809-37010552:37010655-37012192:- M8/D6,non-DAS,0.04349651,1,2.370562969,"ENST00000484078.5,ENST00000490716.5,ENST00000350612.11,ENST00000469488.6","ENST00000469488.6,ENST00000484078.5,ENST00000350612.11,ENST00000473871.1,ENST00000356185.7,ENST00000360252.8,ENST00000490716.5,ENST00000495071.6,ENST00000475892.5,ENST00000464744.5",Low Confidence
ENSG00000102796.12;SE:chr13:51791257-51797826:51797908-51799534:-,D5/D6,non-DAS,3,ENSG00000102796.12;SE:chr13:51791257-51797826:51797908-51799534:- D5/D6,non-DAS,-0.081115474,0.357642358,-15.97993381,"ENST00000650833.1,ENST00000682342.2,ENST00000497151.1","ENST00000497151.1,ENST00000444610.8,ENST00000218981.5,ENST00000650833.1,ENST00000280056.6,ENST00000490949.5,ENST00000682342.2",Medium Confidence
ENSG00000102796.12;SE:chr13:51791257-51797826:51797908-51799534:-,F7/D6,non-DAS,3,ENSG00000102796.12;SE:chr13:51791257-51797826:51797908-51799534:- F7/D6,non-DAS,0.152926781,0.355144855,7.633153494,"ENST00000650833.1,ENST00000682342.2,ENST00000497151.1","ENST00000497151.1,ENST00000444610.8,ENST00000218981.5,ENST00000650833.1,ENST00000280056.6,ENST00000490949.5,ENST00000682342.2",Medium Confidence
